Analysis no.,Stat. pos.,Eruption,controlcode_old,controlcode,Epoch,Analysis label,Date of analysis,NA2O,MGO,AL2O3,SIO2,K2O,CAO,TIO2,MNO,FEO,P2O5,Cl,F,Total
1066,23,Pisani 1,13,3,one,25a_5,190609,2.92,2.05,17.93,54.21,7.27,5.46,0.73,0.15,6.31,5214,5064,1396,98.20
1067,23,Pisani 1,13,3,one,25a_3,190609,2.97,1.96,17.95,54.51,7.43,5.00,0.74,0.14,6.22,4610,5375,1648,98.09
1068,23,Pisani 1,13,3,one,25a_2,190609,2.92,1.86,17.08,51.11,7.00,4.85,0.66,0.11,6.03,4739,5926,833,92.78
1069,23,Pisani 1,13,3,one,25a_1,190609,2.77,1.97,18.05,54.15,7.14,5.15,0.72,0.10,6.49,5010,5479,1738,97.78
1070,23,Pisani 1,13,3,one,cf25_1,230110,3.07,1.96,18.02,54.78,7.38,5.19,0.72,0.14,5.54,4846,5318,,97.82
1071,23,Pisani 1,13,3,one,cf25_10,230110,2.94,1.65,18.88,56.00,7.12,5.39,0.59,0.06,5.28,4286,4572,,98.80
1072,23,Pisani 1,13,3,one,cf25_11,230110,2.98,1.72,18.57,55.25,6.95,5.52,0.64,0.23,5.27,5200,4473,,98.10
1073,23,Pisani 1,13,3,one,cf25_12,230110,3.05,2.21,18.08,54.63,7.12,5.36,0.79,0.10,7.26,5367,5403,,99.66
1074,23,Pisani 1,13,3,one,cf25_13,240110,3.23,2.09,17.57,55.56,7.24,5.38,0.81,0.16,6.26,5071,4986,,99.30
1075,23,Pisani 1,13,3,one,cf25_14,240110,3.21,1.87,18.12,56.09,7.88,4.70,0.71,0.15,6.01,4819,5027,,99.73
1076,23,Pisani 1,13,3,one,cf25_15,240110,2.81,2.08,17.88,54.86,7.43,5.37,0.73,0.15,6.33,5055,5119,,98.64
1077,23,Pisani 1,13,3,one,cf25_16,240110,3.02,2.16,18.00,54.21,6.86,5.41,0.73,0.20,6.79,5628,5158,,98.45
1078,23,Pisani 1,13,3,one,cf25_17,240110,3.21,1.84,18.13,56.20,7.60,5.13,0.76,0.15,6.16,4208,5503,,100.16
1079,23,Pisani 1,13,3,one,cf25_18,240110,3.01,2.17,18.20,55.35,6.93,5.71,0.81,0.09,6.83,5135,5451,,100.15
1080,23,Pisani 1,13,3,one,cf25_19,240110,3.29,1.99,18.27,55.32,7.27,5.09,0.70,0.10,6.14,4811,5360,,99.18
1081,23,Pisani 1,13,3,one,cf25_2,230110,3.59,1.75,17.62,54.60,7.52,5.96,0.66,0.08,6.15,5224,6446,,99.11
1082,23,Pisani 1,13,3,one,cf25_20,240110,3.02,2.08,18.27,55.43,7.38,5.13,0.76,0.14,6.32,5309,4963,,99.55
1083,23,Pisani 1,13,3,one,cf25_4,230110,2.99,2.27,17.90,55.44,6.82,6.15,0.76,0.20,6.15,4913,5132,,99.69
1084,23,Pisani 1,13,3,one,cf25_6,230110,3.18,1.86,17.68,55.43,7.32,4.91,0.80,0.12,6.19,5664,5838,,98.64
1085,23,Pisani 1,13,3,one,cf25_7,230110,3.23,2.22,17.76,55.41,7.27,5.43,0.76,0.09,6.28,5095,5480,,99.51
1086,23,Pisani 1,13,3,one,cf25_9,230110,3.28,1.89,17.89,54.27,7.43,4.66,0.79,0.09,6.57,5211,6289,,98.01
1087,22,Soccavo 5,0,3,one,cf102_3,200110,3.31,1.51,18.08,56.48,7.69,3.78,0.67,0.09,5.13,3586,5775,,97.68
1088,22,Soccavo 5,0,3,one,cf102_11,200110,3.45,0.98,18.61,57.62,8.47,3.27,0.42,0.18,4.20,2387,6123,,98.05
1089,22,Soccavo 5,0,3,one,cf102_13,200110,3.56,1.35,18.38,57.46,8.14,3.87,0.56,0.09,4.78,3121,5943,,99.10
1090,22,Soccavo 5,0,3,one,cf102_2,200110,3.61,1.49,18.22,57.27,8.11,3.66,0.63,0.13,5.21,3729,5999,,99.32
1091,22,Soccavo 5,0,3,one,cf102_1,200110,3.19,1.56,18.31,57.27,8.02,3.81,0.68,0.11,5.46,3782,5824,,99.37
1092,22,Soccavo 5,0,3,one,cf102_4,200110,3.43,1.44,18.15,57.24,8.19,3.70,0.67,0.11,5.44,3827,6411,,99.39
1093,22,Soccavo 5,0,3,one,cf102_6,200110,3.73,1.12,18.60,58.00,8.46,3.47,0.51,0.17,4.56,2322,6107,,99.47
1094,22,Soccavo 5,0,3,one,cf102_7,200110,3.36,1.46,18.37,57.12,8.18,3.77,0.69,0.11,5.52,3676,6399,,99.59
1095,22,Soccavo 5,0,3,one,cf102_14,200110,3.57,1.55,18.29,56.72,8.47,3.81,0.74,0.13,5.51,3116,5682,,99.66
1096,22,Soccavo 5,0,3,one,cf102_12,200110,3.48,1.51,18.87,56.70,8.20,3.79,0.68,0.21,5.27,3386,6038,,99.66
1097,22,Soccavo 5,0,3,one,cf102_16,200110,3.48,1.00,18.61,58.74,8.50,3.25,0.51,0.15,4.57,2104,6495,,99.67
1098,22,Soccavo 5,0,3,one,cf102_9,200110,3.41,1.60,18.52,57.25,8.09,3.70,0.70,0.14,5.43,3570,5792,,99.77
1099,22,Soccavo 5,0,3,one,cf102_15,200110,3.40,1.53,18.42,57.62,8.17,3.78,0.70,0.14,5.15,3132,5897,,99.81
1100,22,Soccavo 5,0,3,one,cf102_10,200110,3.46,1.54,18.64,57.14,8.14,3.79,0.70,0.14,5.43,3623,5639,,99.92
1101,22,Soccavo 5,0,3,one,cf102_5,200110,3.55,1.59,18.49,57.33,8.38,3.75,0.67,0.18,5.62,3437,6073,,100.51
1102,21,Minopoli 2,0,3,one,cf9_1,150809,1.93,3.76,17.54,51.60,5.10,9.33,0.81,0.17,7.30,,,,97.54
1103,21,Minopoli 2,0,3,one,cf9_4,150809,2.21,3.14,18.31,52.20,4.85,9.14,0.92,0.14,7.55,,,,98.46
1104,21,Minopoli 2,0,3,one,10_19,180609,2.07,4.36,17.30,51.66,5.54,8.84,0.90,0.11,7.17,6983,4347,1443,99.21
1105,21,Minopoli 2,0,3,one,10_18,180609,2.03,4.27,17.21,51.78,5.47,9.13,0.89,0.10,7.28,6663,3780,1639,99.36
1106,21,Minopoli 2,0,3,one,10_17,180609,2.06,3.36,16.91,50.63,5.85,8.10,0.83,0.17,7.40,6428,4829,999,96.54
1107,21,Minopoli 2,0,3,one,10_16,180609,2.10,3.51,17.34,52.15,6.24,8.18,0.87,0.19,7.49,6907,4483,1475,99.36
1108,21,Minopoli 2,0,3,one,10_14,180609,1.98,4.11,17.02,51.59,5.62,8.93,0.92,0.06,7.80,6930,4173,570,99.20
1109,21,Minopoli 2,0,3,one,10_13,180609,1.90,4.43,16.61,50.00,5.41,9.00,0.81,0.12,7.44,6519,3873,336,96.79
1110,21,Minopoli 2,0,3,one,10_12,180609,2.04,4.12,16.92,51.39,5.65,9.05,0.88,0.16,7.51,6605,4474,790,98.91
1111,21,Minopoli 2,0,3,one,10_11,180609,2.01,4.24,17.00,51.99,5.69,9.24,0.91,0.11,7.61,6809,3809,345,99.91
1112,21,Minopoli 2,0,3,one,10_9,180609,1.95,3.88,17.11,51.18,5.85,8.61,0.83,0.11,7.72,6895,3944,781,98.41
1113,21,Minopoli 2,0,3,one,10_8,180609,2.20,3.55,17.06,51.27,5.89,8.59,0.91,0.14,7.81,6397,4176,1240,98.61
1114,21,Minopoli 2,0,3,one,10_5,180609,1.95,4.12,16.74,50.74,5.86,9.02,0.94,0.09,7.28,6932,3931,1039,97.92
1115,21,Minopoli 2,0,3,one,10_3,180609,1.99,3.39,16.80,51.28,6.28,8.29,0.99,0.07,7.84,7917,4834,1112,98.31
1116,21,Minopoli 2,0,3,one,10_2,180609,1.92,3.96,16.56,50.20,5.70,8.14,0.92,0.11,7.12,6845,4451,1490,95.90
1117,21,Minopoli 2,0,3,one,10_1,180609,2.18,3.14,17.59,51.60,6.23,8.53,0.92,0.12,7.08,6853,4141,454,98.53
1118,21,Minopoli 2,0,3,one,VF5?-1-18,290509,1.77,4.62,17.44,50.57,5.19,9.76,0.89,0.17,7.14,,,,97.54
1119,21,Minopoli 2,0,3,one,VF5?-1-17,290509,2.00,5.29,16.90,50.58,5.12,9.40,0.92,0.14,7.49,,,,97.84
1120,21,Minopoli 2,0,3,one,VF5?-1-14,290509,1.86,3.20,18.67,52.36,6.20,7.93,0.85,0.17,6.71,,,,97.95
1121,21,Minopoli 2,0,3,one,VF5?-1-13,290509,1.99,3.28,18.22,52.38,5.18,7.83,0.83,0.16,7.55,,,,97.43
1122,21,Minopoli 2,0,3,one,VF5?-1-11,290509,1.89,3.73,17.40,50.85,5.41,9.44,0.90,0.11,7.43,,,,97.16
1123,21,Minopoli 2,0,3,one,VF5?-1-5,290509,2.01,4.19,17.42,51.17,5.52,8.92,0.87,0.11,7.74,,,,97.95
1124,21,Minopoli 2,0,3,one,VF5?-1-2,290509,1.80,4.44,17.30,50.36,5.14,9.61,0.91,0.16,7.30,,,,97.00
1125,20,Paleo San Martino,0,3,one,cf24_1,150809,3.29,1.13,18.26,58.36,8.32,3.42,0.56,0.15,4.72,,,,98.21
1126,20,Paleo San Martino,0,3,one,cf24_2,150809,3.25,2.02,18.48,55.39,7.44,5.01,0.77,0.11,6.35,,,,98.83
1127,20,Paleo San Martino,0,3,one,cf24_3,150809,3.53,0.74,18.89,58.47,9.24,3.05,0.52,0.12,3.88,,,,98.44
1128,20,Paleo San Martino,0,3,one,cf24_4,150809,3.51,1.16,18.46,58.46,8.23,3.36,0.54,0.12,4.46,,,,98.29
1129,20,Paleo San Martino,0,3,one,cf24_5,150809,3.68,1.17,18.31,58.45,8.13,3.52,0.53,0.13,4.67,,,,98.60
1130,20,Paleo San Martino,0,3,one,cf24_6,150809,3.05,1.82,18.01,55.36,8.08,4.39,0.75,0.14,5.84,,,,97.43
1131,20,Paleo San Martino,0,3,one,cf24_7,150809,3.44,1.09,18.50,58.45,8.27,3.29,0.48,0.17,4.34,,,,98.02
1132,20,Paleo San Martino,0,3,one,VF5?-2-20,290509,3.72,1.09,17.67,56.28,8.17,3.30,0.50,0.12,4.49,,,,95.32
1133,20,Paleo San Martino,0,3,one,VF5?-2-19,290509,3.22,2.00,17.92,53.43,7.40,4.96,0.65,0.14,5.89,,,,95.61
1134,20,Paleo San Martino,0,3,one,VF5?-2-18,290509,3.53,1.09,17.78,55.98,8.32,3.32,0.46,0.10,4.61,,,,95.18
1135,20,Paleo San Martino,0,3,one,VF5?-2-17,290509,3.81,1.05,18.13,56.96,8.49,3.21,0.47,0.09,4.21,,,,96.41
1136,20,Paleo San Martino,0,3,one,VF5?-2-16,290509,3.88,1.08,17.81,57.36,8.32,3.41,0.45,0.20,4.37,,,,96.90
1137,20,Paleo San Martino,0,3,one,VF5?-2-14,290509,3.55,1.04,18.20,56.71,8.26,3.26,0.48,0.16,4.35,,,,96.01
1138,20,Paleo San Martino,0,3,one,VF5?-2-13,290509,3.82,1.09,18.04,57.48,8.29,3.24,0.50,0.12,4.03,,,,96.61
1139,20,Paleo San Martino,0,3,one,VF5?-2-12,290509,3.70,1.10,18.06,57.35,8.13,3.34,0.54,0.11,4.30,,,,96.63
1140,20,Paleo San Martino,0,3,one,VF5?-2-10,290509,3.69,0.88,18.22,57.83,8.40,2.97,0.50,0.12,4.35,,,,96.96
1141,20,Paleo San Martino,0,3,one,VF5?-2-9,290509,3.68,1.87,17.86,54.01,8.15,4.20,0.70,0.19,5.99,,,,96.65
1142,20,Paleo San Martino,0,3,one,VF5?-2-8,290509,3.06,2.14,17.83,53.76,7.49,4.85,0.70,0.09,5.67,,,,95.58
1143,20,Paleo San Martino,0,3,one,VF5?-2-7,290509,3.76,1.04,17.99,57.05,8.19,3.29,0.53,0.09,4.29,,,,96.21
1144,20,Paleo San Martino,0,3,one,VF5?-2-6,290509,3.47,1.15,18.14,57.43,8.25,3.44,0.53,0.12,4.27,,,,96.81
1145,20,Paleo San Martino,0,3,one,VF5?-2-5,290509,3.70,1.19,18.10,57.29,8.36,3.43,0.50,0.08,4.51,,,,97.14
1146,20,Paleo San Martino,0,3,one,VF5?-2-4,290509,3.58,0.61,17.83,57.91,9.07,2.52,0.42,0.14,3.48,,,,95.56
1147,20,Paleo San Martino,0,3,one,VF5?-2-3,290509,3.88,0.99,18.25,58.15,8.33,3.35,0.48,0.10,4.50,,,,98.03
1148,20,Paleo San Martino,0,3,one,VF5?-2-2,290509,3.56,0.88,17.42,54.02,8.38,3.09,0.42,0.17,3.85,,,,91.79
1149,19,Soccavo 4,14,3,one,4b_20,190609,3.72,1.06,18.42,58.39,8.85,3.37,0.55,0.16,4.56,2271,6169,408,99.97
1150,19,Soccavo 4,14,3,one,4b_19,190609,3.34,1.04,17.49,55.81,8.22,3.21,0.43,0.14,4.15,2556,6297,1121,94.81
1151,19,Soccavo 4,14,3,one,4b_17,190609,3.35,1.10,17.59,56.36,8.32,3.29,0.49,0.09,4.51,2085,6997,1093,96.12
1152,19,Soccavo 4,14,3,one,4b_16,190609,3.68,1.07,18.55,58.06,8.61,3.59,0.48,0.16,4.68,2673,6456,215,99.81
1153,19,Soccavo 4,14,3,one,4b_15,190609,3.35,1.04,17.72,56.17,8.05,3.31,0.45,0.14,4.41,2568,6222,468,95.57
1154,19,Soccavo 4,14,3,one,4b_12,190609,3.96,1.08,17.58,55.55,8.55,3.36,0.50,0.13,4.40,2592,6255,526,96.05
1155,19,Soccavo 4,14,3,one,4b_11,190609,3.81,1.15,18.19,57.73,8.58,3.33,0.58,0.14,4.50,2497,7249,735,99.05
1156,19,Soccavo 4,14,3,one,4b_10,190609,4.18,1.06,18.29,58.28,8.78,3.50,0.51,0.13,4.42,2828,6336,214,100.08
1157,19,Soccavo 4,14,3,one,4b_7,190609,3.67,1.07,18.31,57.35,8.40,3.32,0.52,0.17,4.43,2674,6918,13,98.20
1158,19,Soccavo 4,14,3,one,4b_6,190609,3.78,1.07,18.22,57.97,8.49,3.40,0.47,0.17,4.32,2696,5978,1068,98.86
1159,19,Soccavo 4,14,3,one,4b_5,190609,3.83,1.11,17.17,55.03,8.43,3.77,0.49,0.20,4.45,2340,6033,1053,95.41
1160,19,Soccavo 4,14,3,one,4b_3,190609,3.58,1.14,17.84,55.76,8.42,3.41,0.45,0.16,4.29,2791,7230,966,96.14
1161,19,Soccavo 4,14,3,one,4a_18,190609,3.53,1.02,17.73,56.14,8.19,3.44,0.59,0.10,4.25,2286,6305,874,95.95
1162,19,Soccavo 4,14,3,one,4a_17,190609,3.68,1.11,18.24,57.67,8.30,3.34,0.54,0.08,4.50,2503,6189,346,98.37
1163,19,Soccavo 4,14,3,one,4a_16,190609,3.58,1.10,18.13,57.91,8.44,3.71,0.48,0.20,4.31,2663,6135,916,98.84
1164,19,Soccavo 4,14,3,one,4a_15,190609,3.76,1.13,18.53,57.96,8.38,3.64,0.58,0.15,4.52,2932,6773,809,99.69
1165,19,Soccavo 4,14,3,one,4a_14,190609,3.59,1.11,17.77,56.67,8.31,3.38,0.51,0.07,4.45,2716,5844,1334,96.85
1166,19,Soccavo 4,14,3,one,4a_13,190609,3.97,0.93,18.78,58.42,8.60,3.24,0.50,0.17,4.25,2181,6503,569,99.79
1167,19,Soccavo 4,14,3,one,4a_12,190609,3.78,1.12,18.18,57.92,8.42,3.55,0.52,0.12,4.47,2671,6295,860,99.06
1168,19,Soccavo 4,14,3,one,4a_11,190609,3.66,1.12,18.39,58.51,8.50,3.49,0.50,0.15,4.54,2933,5923,736,99.81
1169,19,Soccavo 4,14,3,one,4a_10,190609,3.83,1.11,18.44,58.13,8.63,3.65,0.51,0.09,4.64,3044,6071,626,99.98
1170,19,Soccavo 4,14,3,one,4a_9,190609,3.72,1.15,18.61,58.06,8.50,3.56,0.54,0.14,4.68,2681,6430,767,99.96
1171,19,Soccavo 4,14,3,one,4a_8,190609,3.64,1.08,18.64,58.33,8.41,3.41,0.45,0.18,4.44,2539,5518,1262,99.50
1172,19,Soccavo 4,14,3,one,4a_7,190609,3.78,0.97,18.32,58.83,8.79,3.47,0.55,0.11,4.03,2806,6869,438,99.87
1173,19,Soccavo 4,14,3,one,4a_6,190609,3.92,1.09,18.45,57.95,8.60,3.33,0.61,0.14,4.36,2253,6921,1013,99.46
1174,19,Soccavo 4,14,3,one,4a_5,190609,3.71,1.02,18.30,57.57,8.28,3.35,0.58,0.13,4.35,2775,6426,773,98.29
1175,19,Soccavo 4,14,3,one,4a_4,190609,3.88,1.11,18.36,58.29,8.59,3.56,0.48,0.15,4.52,3096,6789,321,99.97
1176,19,Soccavo 4,14,3,one,4a_3,190609,3.85,1.08,18.32,58.41,8.41,3.48,0.56,0.16,4.58,2695,6653,188,99.81
1177,19,Soccavo 4,14,3,one,4a_2,190609,3.99,1.02,18.42,58.33,8.47,3.35,0.51,0.16,4.41,2234,5621,1498,99.59
1178,19,Soccavo 4,14,3,one,4a_1,190609,3.83,1.09,18.48,58.11,8.53,3.28,0.48,0.17,4.38,2525,7101,944,99.40
1179,19,Soccavo 4,14,3,one,4_20,190609,3.62,1.09,18.46,57.90,8.46,3.24,0.54,0.16,4.39,2322,5965,534,98.75
1180,19,Soccavo 4,14,3,one,4_19,190609,3.96,1.12,18.53,58.78,8.73,3.39,0.46,0.12,4.56,2504,6319,178,100.54
1181,19,Soccavo 4,14,3,one,4_17,190609,3.38,1.06,17.61,56.34,8.21,3.19,0.46,0.14,4.27,2270,5977,412,95.53
1182,19,Soccavo 4,14,3,one,4_16,190609,3.74,1.08,18.24,58.26,8.65,3.33,0.50,0.12,4.48,2500,6576,848,99.40
1183,19,Soccavo 4,14,3,one,4_15,190609,3.72,1.05,18.49,57.87,8.41,3.45,0.54,0.19,4.44,3438,6265,551,99.19
1184,19,Soccavo 4,14,3,one,4_14,190609,3.69,1.04,18.62,58.55,8.56,3.42,0.50,0.14,4.40,1857,6912,627,99.86
1185,19,Soccavo 4,14,3,one,4_13,190609,3.85,0.99,18.60,58.37,8.78,3.38,0.47,0.14,4.45,2413,7012,1197,100.10
1186,19,Soccavo 4,14,3,one,4_12,190609,3.43,1.04,18.65,58.75,8.46,3.44,0.56,0.13,4.58,2760,6300,15,99.93
1187,19,Soccavo 4,14,3,one,4_10,190609,3.31,0.97,17.76,55.69,8.07,3.45,0.46,0.14,4.28,2311,6204,239,95.00
1188,19,Soccavo 4,14,3,one,4_8,190609,3.67,1.01,18.32,58.00,8.63,3.38,0.58,0.11,4.29,2310,6921,646,98.98
1189,19,Soccavo 4,14,3,one,4_7,190609,3.48,1.00,17.96,57.21,8.49,3.40,0.49,0.19,4.55,2603,6589,903,97.76
1190,19,Soccavo 4,14,3,one,4_5,190609,3.45,1.04,18.58,58.53,8.52,3.31,0.51,0.14,4.78,2950,6501,309,99.85
1191,19,Soccavo 4,14,3,one,4_3,190609,3.53,1.00,18.29,58.02,8.74,3.14,0.44,0.19,4.46,2713,6680,1505,98.89
1192,19,Soccavo 4,14,3,one,4_2,190609,3.42,1.05,18.26,58.25,8.46,3.40,0.49,0.13,4.44,2654,6853,986,98.95
1193,19,Soccavo 4,14,3,one,cf12-1,240709,4.01,0.64,18.50,59.82,8.76,2.58,0.37,0.08,3.43,,,,98.19
1194,19,Soccavo 4,14,3,one,cf12-2,240709,4.00,0.62,18.48,60.01,8.86,2.61,0.37,0.18,3.30,,,,98.43
1195,19,Soccavo 4,14,3,one,cf12-3,240709,3.45,1.11,18.33,58.17,8.15,3.47,0.60,0.13,4.48,,,,97.88
1196,19,Soccavo 4,14,3,one,cf12-4,240709,3.83,1.20,18.38,58.39,8.09,3.64,0.50,0.10,4.67,,,,98.81
1197,19,Soccavo 4,14,3,one,cf12-5,240709,3.73,1.07,18.47,59.20,8.23,3.31,0.47,0.24,4.25,,,,98.96
1198,19,Soccavo 4,14,3,one,cf12-6,240709,3.68,1.26,18.49,57.59,8.19,3.66,0.66,0.14,4.68,,,,98.36
1199,19,Soccavo 4,14,3,one,cf12-7,240709,3.63,1.23,18.56,58.08,8.14,3.65,0.51,0.21,4.66,,,,98.66
1200,19,Soccavo 4,14,3,one,cf12-8,240709,3.55,1.12,18.35,57.90,8.10,3.40,0.53,0.10,4.17,,,,97.22
1201,19,Soccavo 4,14,3,one,cf12-9,240709,3.34,1.16,18.52,57.67,8.18,3.59,0.53,0.15,4.55,,,,97.69
1202,19,Soccavo 4,14,3,one,cf12-10,240709,3.09,1.65,18.47,54.47,7.56,4.74,0.61,0.14,5.10,,,,95.84
1203,19,Soccavo 4,14,3,one,cf12-11,240709,3.43,1.12,18.16,58.26,7.92,3.45,0.46,0.16,4.25,,,,97.21
1204,19,Soccavo 4,14,3,one,cf12-12,240709,3.62,1.13,18.81,58.24,8.33,3.30,0.49,0.08,4.28,,,,98.28
1205,19,Soccavo 4,14,3,one,cf12-13,240709,3.56,1.22,18.36,58.47,8.09,3.59,0.48,0.19,4.65,,,,98.61
1206,19,Soccavo 4,14,3,one,cf12-14,240709,3.66,1.14,18.55,58.85,8.07,3.44,0.60,0.14,4.30,,,,98.75
1207,19,Soccavo 4,14,3,one,cf12-15,240709,3.52,1.11,18.32,58.02,8.14,3.41,0.51,0.09,4.48,,,,97.60
1208,19,Soccavo 4,14,3,one,cf12-16,240709,3.49,1.13,18.60,58.58,8.43,3.21,0.53,0.09,4.31,,,,98.38
1209,19,Soccavo 4,14,3,one,cf12-17,240709,3.51,1.07,18.28,58.65,8.26,3.36,0.43,0.15,4.35,,,,98.05
1210,19,Soccavo 4,14,3,one,cf12-18,240709,3.81,1.14,18.63,57.96,8.09,3.69,0.49,0.12,4.43,,,,98.36
1211,19,Soccavo 4,14,3,one,cf12-19,240709,3.57,1.09,18.23,58.09,8.17,3.38,0.48,0.11,4.16,,,,97.28
1212,19,Soccavo 4,14,3,one,CF4_1,011209,3.66,1.13,18.38,58.03,8.51,3.54,0.52,0.13,4.47,2664,5978,740,99.32
1213,19,Soccavo 4,14,3,one,CF4_10,011209,3.62,1.08,17.87,56.89,8.42,4.31,0.56,0.12,4.42,1937,6470,0,98.13
1214,19,Soccavo 4,14,3,one,CF4_12,011209,3.61,1.15,18.24,57.51,8.57,3.64,0.50,0.06,4.65,3208,6141,1409,99.00
1215,19,Soccavo 4,14,3,one,CF4_13,011209,3.65,1.12,18.58,58.04,8.71,3.49,0.50,0.16,4.32,2514,6176,931,99.54
1216,19,Soccavo 4,14,3,one,CF4_14,011209,3.71,1.11,18.25,58.51,8.75,3.52,0.54,0.17,4.53,2893,6273,303,100.04
1217,19,Soccavo 4,14,3,one,CF4_15,011209,3.97,1.05,18.37,57.88,8.58,3.52,0.52,0.20,4.64,2333,6915,1009,99.76
1218,19,Soccavo 4,14,3,one,CF4_16,011209,3.68,1.16,18.59,57.47,8.62,3.46,0.60,0.13,4.61,2929,5924,1383,99.33
1219,19,Soccavo 4,14,3,one,CF4_17,011209,3.73,1.13,17.70,56.18,8.31,3.51,0.55,0.19,4.15,2598,6056,1461,96.45
1220,19,Soccavo 4,14,3,one,CF4_2,011209,3.71,1.15,18.04,57.52,8.81,3.47,0.47,0.00,4.45,2941,5515,1611,98.63
1221,19,Soccavo 4,14,3,one,CF4_3,011209,3.53,1.03,18.30,58.17,8.74,3.48,0.51,0.16,4.45,2807,6165,1288,99.41
1222,19,Soccavo 4,14,3,one,CF4_4,011209,3.42,1.15,18.21,58.28,8.78,3.30,0.54,0.17,4.41,3079,6140,953,99.29
1223,19,Soccavo 4,14,3,one,CF4_5,011209,3.55,1.14,18.06,57.46,8.35,3.48,0.52,0.13,4.39,2465,6012,231,97.94
1224,19,Soccavo 4,14,3,one,CF4_6,011209,3.87,1.15,18.28,57.31,8.58,3.48,0.53,0.09,4.48,2252,6024,234,98.64
1225,19,Soccavo 4,14,3,one,CF4_7,011209,3.61,1.12,18.13,57.80,8.59,3.42,0.51,0.06,4.41,2930,6638,1384,98.75
1226,19,Soccavo 4,14,3,one,CF4_8,011209,3.70,1.13,17.90,57.48,8.77,3.47,0.53,0.08,4.61,2328,6550,589,98.62
1227,19,Soccavo 4,14,3,one,CF4_9,011209,3.54,1.14,18.39,57.66,8.64,3.54,0.52,0.10,4.57,2858,6304,1098,99.13
1228,18,Soccavo 3,0,3,one,CF104_10,070710,3.46,1.06,18.00,55.92,8.21,3.16,0.54,0.15,4.11,2449,6272,,95.49
1229,18,Soccavo 3,0,3,one,CF104_2,070710,3.68,0.97,17.45,57.00,8.13,3.31,0.52,0.18,4.32,2485,5823,,96.39
1230,18,Soccavo 3,0,3,one,CF104_3,070710,3.66,0.99,19.07,59.25,8.71,3.53,0.59,0.15,4.10,3239,6681,,101.04
1231,18,Soccavo 3,0,3,one,CF104_6,070710,3.68,1.00,19.84,60.12,8.68,3.74,0.55,0.09,4.69,3464,6347,,103.36
1232,18,Soccavo 3,0,3,one,CF104_8,070710,3.08,1.14,17.44,53.39,8.25,3.68,0.50,0.18,4.30,2227,6807,,92.85
1233,18,Soccavo 3,0,3,one,CF104_9,070710,3.55,1.07,17.36,54.81,7.80,3.04,0.49,0.10,4.18,2542,6405,,93.31
1234,17,Soccavo 2,0,3,one,cf105_6,210110,3.94,1.12,18.49,55.62,8.02,3.36,0.50,0.10,4.47,2157,6254,,96.46
1235,17,Soccavo 2,0,3,one,cf105_2,210110,3.10,2.00,17.77,54.68,7.39,5.16,0.72,0.10,5.95,4870,5583,,97.91
1236,17,Soccavo 2,0,3,one,cf105_10,210110,3.08,1.95,18.23,54.36,7.47,5.07,0.74,0.20,5.98,4512,5495,,98.09
1237,17,Soccavo 2,0,3,one,cf105_13,210110,3.65,1.16,18.33,57.05,8.11,3.55,0.56,0.12,4.90,3176,6640,,98.40
1238,17,Soccavo 2,0,3,one,cf105_12,210110,3.59,1.55,18.12,56.73,8.04,4.18,0.54,0.06,4.76,2432,6193,,98.41
1239,17,Soccavo 2,0,3,one,cf105_5,210110,3.59,1.07,18.43,57.67,8.70,3.32,0.48,0.14,4.25,2167,6480,,98.52
1240,17,Soccavo 2,0,3,one,cf105_8,210110,3.62,1.17,18.51,57.45,8.55,3.53,0.55,0.12,4.32,2776,6042,,98.69
1241,17,Soccavo 2,0,3,one,cf105_4,210110,3.16,2.25,18.19,54.13,7.21,5.54,0.79,0.06,6.53,4541,5292,,98.85
1242,17,Soccavo 2,0,3,one,cf105_9,210110,3.81,1.21,18.66,57.00,8.47,3.67,0.58,0.18,4.71,2640,5852,,99.14
1243,17,Soccavo 2,0,3,one,cf105_6,210110,3.94,1.12,18.49,55.62,8.02,3.36,0.50,0.10,4.47,2157,6254,,96.46
1244,17,Soccavo 2,0,3,one,cf105_3,210110,3.44,1.33,18.15,55.58,7.91,3.84,0.56,0.11,5.25,3173,6062,,97.09
1245,17,Soccavo 2,0,3,one,cf105_2,210110,3.10,2.00,17.77,54.68,7.39,5.16,0.72,0.10,5.95,4870,5583,,97.91
1246,17,Soccavo 2,0,3,one,cf105_10,210110,3.08,1.95,18.23,54.36,7.47,5.07,0.74,0.20,5.98,4512,5495,,98.09
1247,17,Soccavo 2,0,3,one,cf105_13,210110,3.65,1.16,18.33,57.05,8.11,3.55,0.56,0.12,4.90,3176,6640,,98.40
1248,17,Soccavo 2,0,3,one,cf105_12,210110,3.59,1.55,18.12,56.73,8.04,4.18,0.54,0.06,4.76,2432,6193,,98.41
1249,17,Soccavo 2,0,3,one,cf105_5,210110,3.59,1.07,18.43,57.67,8.70,3.32,0.48,0.14,4.25,2167,6480,,98.52
1250,17,Soccavo 2,0,3,one,cf105_8,210110,3.62,1.17,18.51,57.45,8.55,3.53,0.55,0.12,4.32,2776,6042,,98.69
1251,17,Soccavo 2,0,3,one,cf105_4,210110,3.16,2.25,18.19,54.13,7.21,5.54,0.79,0.06,6.53,4541,5292,,98.85
